IDs,tsne dim 1,tsne dim 2,Cluster
PL-01-0127-H1,-3.6511893,-24.780952,4
CZ-01-0621-H1,2.3329346,-34.901073,3
DE-02-0917-H1,-4.939322,-27.265465,4
SE-01-0123-H1,6.858631,-11.796047,10
CZ-01-1862-H1,7.4238048,-4.3720655,10
DE-03-1552-H1,16.14449,-21.878265,9
IT-02-0176-H1,-9.955559,8.761837,6
DE-02-5173-H1,11.877539,-6.5142875,-1
DE-03-0379-H1,21.021967,-5.0233884,13
SR-01-0089-H1,7.4237967,-4.372066,10
DE-03-0917-H1,-9.955606,8.762641,6
SE-01-0109-H1,-5.6438375,-28.270706,4
IT-02-0072-H1,7.4237885,-4.3720684,10
UK-03-0404-H1,-4.1244173,-13.311148,-1
DE-02-4003-H1,-9.955247,8.763945,6
DE-03-2439-H1,24.263838,-13.978885,-1
DE-03-2500-H1,8.777269,-15.977005,10
DK-01-0643-H1,-9.955304,8.763458,6
IT-02-0230-H1,-9.955204,8.764003,6
IT-02-0334-H1,1.9902104,-37.194893,-1
DE-03-3325-H1,12.646224,-20.90729,-1
IT-01-0293-H1,-9.955543,8.761833,6
CZ-01-0686-H1,-10.093499,8.408148,6
IT-07-0318-H1,-9.955544,8.763418,6
CZ-01-0680-H1,-3.241694,5.739015,8
US-01-0436-H1,-1.0715337,-29.96966,4
DE-02-3952-H1,24.973446,-7.920133,-1
NL-01-0044-H1,17.437323,-21.339712,9
UK-01-0430-H1,12.646239,-20.907354,-1
GR-03-0098-H1,17.815107,-23.058338,9
IT-02-0612-H1,-10.093225,8.408854,6
IT-05-0391-H1,-10.093463,8.408516,6
DE-03-1974-H1,-0.5530067,-4.259923,-1
UK-01-0774-H1,11.228523,4.354079,-1
FR-01-0419-H1,-1.0715337,-29.96966,4
IT-02-0728-H1,-9.955299,8.763415,6
DE-03-3129-H1,5.498183,-8.180471,-1
DE-03-3309-H1,-10.093128,8.408843,6
DE-02-3975-H1,-1.2500156,11.1927,-1
GR-02-0804-H1,1.5120476,-10.636055,-1
RU-01-0423-H1,11.163707,3.8378325,-1
UK-03-0424-H1,-9.955532,8.764882,6
DE-02-0736-H1,14.927378,-15.568784,15
DE-03-1962-H1,21.486183,-22.80348,9
IT-02-0478-H1,-9.955279,8.764132,6
GR-01-0458-H1,-9.955413,8.763728,6
DE-03-4329-H1,21.476118,-22.415005,9
GR-01-0909-H1,-9.955613,8.763589,6
IT-02-0376-H1,-10.093944,8.408228,6
DE-02-4456-H1,-10.093786,8.407979,6
DK-01-1131-H1,15.192462,4.3416867,-1
IT-01-0215-H1,-9.955223,8.7639475,6
US-01-0847-H1,13.468867,1.0463446,-1
US-01-0838-H1,23.613869,-10.1567335,16
DE-02-0162-H1,11.175828,-3.481826,-1
DE-02-0474-H1,-1.0584079,-4.6759224,-1
US-01-0982-H1,7.542438,-6.114021,10
SE-01-1229-H1,-10.093797,8.408326,6
GR-02-0516-H1,3.8805392,-6.529809,-1
DE-02-1962-H1,-9.95527,8.763506,6
IT-02-0749-H1,12.646205,-20.907291,-1
NL-01-0595-H1,-10.093803,8.407989,6
DK-01-0010-H1,-10.093002,8.40824,6
US-01-1199-H1,-9.955581,8.763571,6
DK-01-1477-H1,18.038984,-9.47891,14
CZ-01-0212-H1,-9.955553,8.761835,6
IT-07-0336-H1,2.2441292,32.026802,1
IT-02-0542-H2,-1.0584079,-4.6759224,-1
DE-03-4748-H1,23.513443,-10.733477,16
DE-02-4117-H1,-9.955478,8.763092,6
NY-01-1083-H1,10.942022,0.73571795,-1
DE-01-0177-H1,15.182721,-15.596692,15
CZ-01-0247-H1,-9.955283,8.763604,6
US-01-0063-H1,-10.093919,8.407897,6
US-01-1234-H1,-10.0933,8.408055,6
UK-01-0641-H1,-9.955325,8.763559,6
IT-08-0100-H1,2.4474049,3.8648648,-1
DE-03-2779-H1,5.1619053,6.63372,8
DK-01-1076-H1,18.981646,-3.0099695,13
DE-03-3236-H1,21.47609,-22.41501,9
IT-05-0129-H1,-10.093281,8.408655,6
DK-01-1303-H1,-9.955516,8.764779,6
IT-05-0084-H1,1.9902104,-37.194893,-1
SR-01-0058-H1,-10.093367,8.408496,6
DE-02-0007-H1,5.7510877,-14.956604,10
SE-01-1251-H1,-10.093706,8.408352,6
DK-01-0630-H1,14.65796,-9.516225,14
IT-05-0277-H1,-9.955315,8.763475,6
DK-01-0654-H1,-9.955302,8.763604,6
DE-02-2287-H1,7.4490757,-13.777822,10
RU-01-0434-H1,-10.093574,8.408239,6
FR-01-0337-H1,-4.750531,-11.997563,-1
DK-01-0048-H1,-18.611933,-0.11988615,2
GR-01-0348-H1,-10.093725,8.40818,6
DE-03-4466-H1,-9.955535,8.76509,6
DE-03-2766-H1,23.077194,-14.384601,17
DE-01-0006-H1,17.142744,-0.9344346,-1
AT-01-0160-H1,-10.093684,8.408039,6
IT-07-0338-H1,-9.955128,8.76407,6
NL-01-0811-H1,-10.093037,8.40831,6
US-01-0414-H1,0.7494963,7.877697,8
DE-03-2990-H1,-10.09386,8.408246,6
